Index,Gates,Gates (%),Area,Area (%),Delay,Delay (%)
1976,    851, 17.3,      992.84, 82.7,  3487.43, 18.3
1977,    778, 13.9,      963.68, 86.1,  3653.91, 20.1
1978,    843, 13.6,     1000.54, 86.4,  3589.39, 20.4
1979,   1131, 21.8,     1212.59, 78.2,  2925.69, 27.0
1980,    787, 14.4,      965.55, 85.6,  3631.09, 19.7
1981,    912, 17.7,     1066.79, 82.3,  3314.82, 24.1
1982,    836, 17.5,      982.34, 82.5,  3518.43, 18.2
1983,   1007, 20.0,     1135.14, 80.0,  3333.47, 15.4
1984,    768, 13.5,      928.22, 86.5,  3669.26, 20.7
1985,    816, 16.4,      973.01, 83.6,  3505.92, 20.1
1986,    879, 17.2,     1013.83, 82.8,  3378.21, 18.8
1987,   1071, 21.3,     1167.80, 78.7,  3041.67, 14.0
1988,   1018, 19.6,     1127.91, 80.4,  3165.13, 24.5
1989,    820, 14.6,      967.88, 85.4,  3525.49, 18.7
1990,    843, 17.6,      987.71, 82.4,  3566.64, 18.1
1991,    958, 18.5,     1070.29, 81.5,  3344.19, 23.2
1992,   1080, 21.7,     1174.33, 78.3,  3128.11, 14.3
1993,    834, 16.7,      976.28, 83.3,  3664.48, 20.3
1994,    773, 12.4,      955.05, 87.6,  3554.91, 19.8
1995,   1140, 23.6,     1216.09, 76.4,  2881.65, 26.3
1996,    844, 14.9,     1000.30, 85.1,  3525.58, 20.5
1997,    828, 17.4,      995.64, 82.6,  3514.59, 20.3
1998,    843, 17.1,     1000.54, 82.9,  3504.46, 21.5
1999,    782, 14.3,      966.95, 85.7,  3675.38, 20.2
2000,    796, 15.2,      968.58, 84.8,  3504.25, 19.5
2001,    845, 17.2,      994.47, 82.8,  3552.79, 20.1
2002,   1046, 20.7,     1143.54, 79.3,  3065.82, 23.4
2003,   1125, 21.8,     1218.89, 78.2,  2984.17, 13.7
2004,   1002, 20.8,     1103.65, 79.2,  3267.44, 22.2
2005,   1044, 20.4,     1144.24, 79.6,  3251.84, 16.3
2006,    802, 14.5,      962.28, 85.5,  3558.79, 19.6
2007,    866, 17.2,     1007.30, 82.8,  3542.50, 20.9
2008,    784, 15.3,      949.68, 84.7,  3577.60, 19.4
2009,    819, 14.3,      983.04, 85.7,  3653.74, 20.4
2010,    868, 16.4,     1011.50, 83.6,  3558.85, 20.9
2011,    867, 16.5,      985.84, 83.5,  3563.16, 18.7
2012,    806, 13.9,      978.61, 86.1,  3541.49, 19.7
2013,    889, 16.0,     1025.27, 84.0,  3479.95, 23.5
2014,    854, 16.7,     1007.07, 83.3,  3561.75, 22.7
2015,    853, 15.7,     1008.94, 84.3,  3406.93, 21.2
2016,    976, 18.8,     1104.58, 81.2,  3138.58, 15.4
2017,    811, 15.8,      982.34, 84.2,  3606.49, 19.6
2018,    779, 13.1,      969.51, 86.9,  3637.69, 20.4
2019,    879, 18.0,     1016.17, 82.0,  3457.02, 21.3
2020,    810, 15.7,      976.74, 84.3,  3624.03, 19.6
2021,    969, 17.8,     1099.45, 82.2,  3330.87, 16.1
2022,    859, 19.0,     1008.47, 81.0,  3565.04, 20.5
2023,    784, 15.9,      964.61, 84.1,  3591.16, 19.5
2024,   1094, 22.5,     1188.79, 77.5,  2985.36, 25.0
2025,    816, 15.4,      974.88, 84.6,  3519.35, 19.6
2026,    826, 16.1,      987.24, 83.9,  3583.76, 19.1
2027,   1029, 21.4,     1131.64, 78.6,  3225.04, 14.8
2028,    838, 17.1,      981.18, 82.9,  3589.45, 18.9
2029,   1038, 19.6,     1152.64, 80.4,  3009.31, 26.5
2030,    919, 18.3,     1037.86, 81.7,  3457.01, 21.0
2031,   1130, 23.8,     1215.39, 76.2,  2905.41, 26.0
2032,   1064, 20.1,     1170.37, 79.9,  3029.75, 28.2
2033,    852, 16.4,     1011.04, 83.6,  3348.15, 22.4
2034,    792, 15.2,      971.84, 84.8,  3656.96, 20.3
2035,    809, 14.7,      975.11, 85.3,  3513.06, 19.7
2036,    930, 18.5,     1054.43, 81.5,  3348.83, 21.5
2037,   1050, 22.7,     1118.34, 77.3,  3239.25, 22.1
2038,    865, 17.1,     1002.17, 82.9,  3501.10, 21.3
2039,    827, 15.4,      990.51, 84.6,  3541.56, 22.0
2040,    807, 15.2,      975.81, 84.8,  3564.47, 19.7
2041,    913, 16.6,     1055.13, 83.4,  3255.81, 22.8
2042,    790, 15.2,      963.68, 84.8,  3619.11, 19.1
2043,    784, 16.2,      963.91, 83.8,  3620.81, 20.3
2044,    862, 16.1,     1006.37, 83.9,  3408.66, 18.1
2045,    880, 15.3,     1045.56, 84.7,  3317.65, 22.5
2046,    797, 15.2,      970.68, 84.8,  3649.16, 21.6
2047,    785, 12.0,      957.61, 88.0,  3557.77, 20.0
2048,    828, 14.7,      981.41, 85.3,  3561.98, 19.4
2049,    834, 17.0,      998.67, 83.0,  3552.01, 18.9
2050,    861, 15.1,      995.41, 84.9,  3452.53, 21.1
2051,   1129, 22.4,     1214.92, 77.6,  2974.41, 14.5
2052,    821, 14.7,      984.44, 85.3,  3614.74, 22.0
2053,    787, 15.5,      960.18, 84.5,  3759.47, 20.3
2054,    821, 15.7,      965.08, 84.3,  3592.02, 19.4
2055,    826, 16.0,      969.74, 84.0,  3558.45, 19.4
2056,    779, 14.9,      962.28, 85.1,  3564.06, 20.2
2057,    798, 15.5,      974.64, 84.5,  3706.25, 20.6
2058,    904, 17.0,     1058.16, 83.0,  3354.20, 22.9
2059,    778, 13.0,      947.12, 87.0,  3647.10, 21.3
2060,    832, 16.9,      962.98, 83.1,  3539.92, 18.9
2061,    830, 15.9,      985.84, 84.1,  3741.47, 19.6
2062,    945, 19.9,     1084.29, 80.1,  3300.48, 16.8
2063,    773, 14.4,      950.38, 85.6,  3710.05, 19.9
2064,    863, 17.1,     1012.20, 82.9,  3552.07, 22.0
2065,    820, 16.5,      976.74, 83.5,  3582.51, 20.2
2066,    809, 14.5,      966.25, 85.5,  3575.14, 20.5
2067,    917, 19.2,     1055.13, 80.8,  3439.60, 16.4
2068,    849, 17.7,      992.37, 82.3,  3566.82, 18.3
2069,    852, 18.0,      990.74, 82.0,  3741.00, 20.9
2070,    743, 15.2,      928.22, 84.8,  3656.35, 20.6
2071,    757, 14.3,      947.58, 85.7,  3641.68, 20.1
2072,    800, 14.5,      965.31, 85.5,  3614.70, 19.4
2073,    813, 13.5,      975.34, 86.5,  3695.20, 21.9
2074,    884, 18.7,     1011.97, 81.3,  3570.16, 20.5
2075,    805, 13.3,      985.14, 86.7,  3436.82, 19.5
2076,    812, 14.4,      966.71, 85.6,  3510.71, 19.2
2077,    817, 16.4,      970.21, 83.6,  3586.17, 20.7
2078,    928, 18.3,     1060.02, 81.7,  3318.42, 16.7
2079,    964, 19.7,     1088.48, 80.3,  3297.99, 23.4
2080,    793, 14.8,      951.78, 85.2,  3648.57, 20.3
2081,    888, 18.4,     1037.63, 81.6,  3387.40, 23.6
2082,    840, 16.8,      985.37, 83.2,  3506.87, 18.3
2083,    920, 18.8,     1047.19, 81.2,  3351.76, 22.1
2084,    794, 14.1,      950.38, 85.9,  3610.85, 19.5
2085,    959, 18.6,     1090.12, 81.4,  3305.66, 24.7
2086,    815, 12.9,      972.31, 87.1,  3593.78, 20.0
2087,    771, 15.7,      956.91, 84.3,  3678.89, 20.4
2088,    831, 14.9,     1002.87, 85.1,  3378.26, 20.1
2089,    788, 14.6,      967.18, 85.4,  3590.02, 19.5
2090,    834, 15.2,     1003.10, 84.8,  3551.87, 21.0
2091,    775, 13.9,      952.02, 86.1,  3644.97, 20.1
2092,    874, 16.7,     1025.73, 83.3,  3496.41, 22.8
2093,    828, 15.3,     1004.50, 84.7,  3550.20, 22.7
2094,    833, 13.1,      995.17, 86.9,  3528.78, 23.4
2095,    875, 17.8,      991.21, 82.2,  3582.42, 19.3
2096,    799, 15.6,      973.24, 84.4,  3618.71, 20.5
2097,    757, 13.2,      942.92, 86.8,  3582.04, 19.7
2098,    818, 15.3,      987.94, 84.7,  3628.24, 19.3
2099,    866, 16.9,     1015.70, 83.1,  3426.86, 21.8
2100,    789, 15.0,      964.15, 85.0,  3618.92, 20.2
2101,    841, 14.6,     1005.44, 85.4,  3448.58, 20.8
2102,    737, 13.8,      916.09, 86.2,  3696.67, 20.8
2103,    828, 15.5,      995.64, 84.5,  3594.49, 21.5
2104,    995, 21.4,     1096.42, 78.6,  3226.68, 22.9
2105,    827, 16.3,      973.94, 83.7,  3540.08, 19.6
2106,    868, 16.8,     1000.30, 83.2,  3546.39, 19.0
2107,    815, 14.2,      980.94, 85.8,  3627.73, 20.1
2108,    804, 15.5,      968.11, 84.5,  3542.47, 19.3
2109,   1098, 21.6,     1186.23, 78.4,  2955.28, 26.1
2110,    820, 16.0,      976.74, 84.0,  3592.75, 21.0
2111,   1090, 21.4,     1173.86, 78.6,  2982.13, 25.6
2112,    896, 18.4,     1030.40, 81.6,  3552.42, 17.7
2113,    781, 12.7,      956.68, 87.3,  3567.72, 21.8
2114,    903, 17.3,     1050.23, 82.7,  3341.50, 16.9
2115,    831, 16.8,      998.67, 83.2,  3561.04, 20.6
2116,    899, 17.7,     1034.13, 82.3,  3585.36, 17.7
2117,    748, 12.2,      953.18, 87.8,  3572.89, 21.0
2118,    829, 16.2,      987.24, 83.8,  3557.50, 21.6
2119,    935, 17.6,     1066.79, 82.4,  3386.25, 16.7
2120,    959, 19.5,     1081.95, 80.5,  3380.28, 16.7
2121,    843, 15.9,      990.51, 84.1,  3548.12, 21.4
2122,    838, 15.0,      988.87, 85.0,  3531.78, 19.8
2123,   1133, 22.9,     1211.42, 77.1,  2958.03, 13.7
2124,    790, 16.5,      962.05, 83.5,  3549.01, 20.0
2125,    897, 18.3,     1030.40, 81.7,  3411.64, 21.3
2126,    934, 17.1,     1068.19, 82.9,  3164.83, 24.0
2127,    811, 14.4,      961.58, 85.6,  3567.29, 18.5
2128,    819, 16.5,      967.41, 83.5,  3585.79, 19.2
2129,    847, 17.2,      995.17, 82.8,  3423.96, 18.2
2130,    810, 16.9,      964.15, 83.1,  3648.19, 19.5
2131,    878, 17.0,     1001.24, 83.0,  3534.01, 21.4
2132,    870, 17.1,     1028.76, 82.9,  3505.33, 23.1
2133,    790, 14.6,      963.21, 85.4,  3617.13, 21.1
2134,    930, 18.6,     1057.46, 81.4,  3331.00, 22.0
2135,    811, 16.0,      970.91, 84.0,  3650.68, 19.5
2136,    798, 15.2,      969.28, 84.8,  3579.80, 21.1
2137,   1077, 21.3,     1177.60, 78.7,  3007.98, 26.2
2138,    810, 16.4,      974.64, 83.6,  3542.02, 18.8
2139,    861, 18.5,     1009.87, 81.5,  3422.97, 17.5
2140,    858, 18.1,     1012.90, 81.9,  3615.95, 22.4
2141,    915, 15.1,     1040.20, 84.9,  3389.82, 16.9
2142,    805, 15.0,      963.21, 85.0,  3575.12, 19.6
2143,    837, 16.1,      985.84, 83.9,  3499.83, 19.1
2144,    815, 15.5,      987.47, 84.5,  3583.34, 20.7
2145,    775, 13.2,      945.02, 86.8,  3627.56, 20.3
2146,    791, 16.9,      965.31, 83.1,  3709.19, 19.5
2147,    810, 15.3,      982.11, 84.7,  3582.36, 20.0
2148,    815, 15.5,      978.61, 84.5,  3558.68, 19.5
2149,    802, 15.8,      983.28, 84.2,  3611.77, 20.8
2150,    808, 15.5,      989.57, 84.5,  3583.57, 21.2
2151,    850, 18.6,      976.51, 81.4,  3535.82, 19.4
2152,    798, 16.3,      949.92, 83.7,  3634.06, 19.0
2153,    890, 16.1,     1034.83, 83.9,  3351.52, 22.5
2154,    829, 15.7,      997.97, 84.3,  3547.29, 20.6
2155,    895, 17.7,     1048.36, 82.3,  3519.02, 21.5
2156,    934, 18.5,     1053.96, 81.5,  3387.95, 21.7
2157,   1114, 23.3,     1189.49, 76.7,  3248.81, 14.7
2158,    977, 21.0,     1096.42, 79.0,  3287.16, 22.4
2159,    809, 16.1,      974.41, 83.9,  3544.87, 19.4
2160,    803, 15.8,      956.45, 84.2,  3653.47, 19.4
2161,    858, 17.0,     1011.04, 83.0,  3567.58, 19.3
2162,    800, 16.5,      969.74, 83.5,  3583.56, 19.4
2163,    795, 14.6,      957.85, 85.4,  3635.80, 19.9
2164,    788, 13.8,      950.38, 86.2,  3654.52, 19.8
2165,    743, 12.8,      936.39, 87.2,  3699.39, 20.7
2166,    826, 14.9,      982.58, 85.1,  3608.68, 20.2
2167,    833, 16.1,      981.41, 83.9,  3564.21, 22.0
2168,    933, 18.6,     1085.22, 81.4,  3227.21, 24.1
2169,    819, 16.1,      976.74, 83.9,  3624.00, 20.1
2170,    825, 15.0,      989.57, 85.0,  3689.03, 20.5
2171,    963, 18.8,     1086.85, 81.2,  3330.88, 16.4
2172,    862, 17.7,     1018.27, 82.3,  3568.38, 22.6
2173,    832, 15.3,      976.74, 84.7,  3495.86, 19.2
2174,    876, 17.7,     1032.03, 82.3,  3567.42, 21.7
2175,    872, 18.5,     1014.53, 81.5,  3426.29, 21.2
2176,    813, 16.0,      971.84, 84.0,  3506.39, 19.2
2177,    845, 12.8,     1009.64, 87.2,  3523.68, 24.0
2178,   1093, 20.2,     1188.33, 79.8,  2931.38, 14.5
2179,    777, 14.0,      961.35, 86.0,  3790.40, 20.7
2180,    813, 14.6,      971.61, 85.4,  3518.30, 19.4
2181,    802, 15.0,      977.44, 85.0,  3654.48, 20.4
2182,    917, 19.2,     1051.39, 80.8,  3464.89, 17.2
2183,    769, 13.9,      952.72, 86.1,  3714.36, 21.2
2184,    804, 13.8,      972.54, 86.2,  3612.45, 19.9
2185,    727, 14.6,      925.42, 85.4,  3711.90, 20.6
2186,    817, 15.9,      965.08, 84.1,  3537.38, 19.1
2187,    805, 15.8,      980.24, 84.2,  3570.20, 21.9
2188,    791, 14.4,      966.25, 85.6,  3552.82, 20.4
2189,    895, 17.5,     1034.83, 82.5,  3520.82, 17.1
2190,    913, 19.2,     1053.26, 80.8,  3450.58, 23.2
2191,    848, 17.0,      991.21, 83.0,  3463.13, 21.7
2192,    789, 14.2,      976.74, 85.8,  3536.36, 20.2
2193,    865, 20.2,      995.17, 79.8,  3597.58, 20.1
2194,    855, 18.1,      993.31, 81.9,  3562.12, 19.3
2195,    818, 14.2,      973.01, 85.8,  3612.94, 19.4
2196,    863, 16.9,     1014.07, 83.1,  3432.13, 22.6
2197,    854, 15.3,      993.31, 84.7,  3537.45, 19.6
2198,    827, 15.2,      990.51, 84.8,  3471.03, 19.7
2199,    870, 14.6,     1016.63, 85.4,  3493.13, 20.5
2200,   1133, 21.5,     1213.06, 78.5,  2978.20, 27.2
2201,    829, 17.1,      986.54, 82.9,  3507.87, 18.6
2202,    788, 15.2,      977.44, 84.8,  3516.51, 19.7
2203,    882, 15.3,     1020.13, 84.7,  3551.59, 22.0
2204,    824, 14.4,      996.81, 85.6,  3549.94, 24.8
2205,    868, 18.0,     1012.20, 82.0,  3484.49, 19.6
2206,    795, 16.2,      969.28, 83.8,  3623.26, 20.0
2207,    880, 16.2,     1011.04, 83.8,  3565.85, 22.2
2208,    856, 16.9,     1003.57, 83.1,  3457.25, 18.5
2209,   1022, 19.5,     1149.37, 80.5,  3009.64, 26.3
2210,    834, 16.2,      986.54, 83.8,  3626.25, 19.1
2211,    866, 17.7,     1014.53, 82.3,  3452.01, 22.5
2212,    942, 19.0,     1079.15, 81.0,  3348.38, 23.8
2213,    828, 14.0,      977.44, 86.0,  3619.14, 20.0
2214,    793, 14.0,      956.68, 86.0,  3686.02, 20.7
2215,    825, 17.0,      982.81, 83.0,  3626.07, 19.2
2216,    852, 17.0,      993.54, 83.0,  3580.64, 19.0
2217,    801, 14.7,      960.18, 85.3,  3682.76, 20.3
2218,    792, 15.4,      957.38, 84.6,  3576.94, 18.8
2219,    782, 12.1,      948.52, 87.9,  3603.97, 20.6
2220,    836, 18.4,      988.41, 81.6,  3664.70, 19.5
2221,   1039, 22.3,     1143.07, 77.7,  3050.58, 24.1
2222,    821, 14.9,      988.87, 85.1,  3443.53, 20.2
2223,    842, 17.1,     1001.94, 82.9,  3560.86, 21.0
2224,    806, 15.4,      954.82, 84.6,  3665.19, 19.1
2225,    852, 16.9,     1018.27, 83.1,  3423.18, 20.8
2226,    817, 16.8,      979.78, 83.2,  3617.23, 20.2
2227,    836, 15.8,      984.21, 84.2,  3587.47, 20.2
2228,    884, 16.6,     1042.06, 83.4,  3389.41, 24.0
2229,    818, 14.9,      993.77, 85.1,  3548.22, 20.8
2230,    849, 16.6,      997.04, 83.4,  3633.36, 19.1
2231,    850, 14.5,     1008.70, 85.5,  3571.22, 21.3
2232,    861, 18.2,      987.71, 81.8,  3630.60, 19.5
2233,    850, 17.6,     1015.70, 82.4,  3422.76, 19.8
2234,    872, 15.9,     1019.67, 84.1,  3476.11, 23.5
2235,   1095, 21.8,     1198.83, 78.2,  3023.32, 14.2
2236,    829, 14.5,      973.94, 85.5,  3465.60, 19.8
2237,    867, 15.1,     1011.50, 84.9,  3568.30, 20.8
2238,    835, 15.6,      987.94, 84.4,  3626.86, 19.0
2239,    820, 16.6,      982.34, 83.4,  3579.58, 21.3
2240,    825, 16.7,      980.24, 83.3,  3635.94, 18.8
2241,    947, 20.7,     1059.79, 79.3,  3462.00, 20.4
2242,    989, 18.4,     1114.15, 81.6,  3156.35, 25.3
2243,    757, 12.0,      938.95, 88.0,  3670.21, 21.4
2244,    750, 13.5,      948.05, 86.5,  3721.10, 20.5
2245,   1156, 23.2,     1224.25, 76.8,  3066.66, 13.6
2246,    830, 17.6,      992.84, 82.4,  3612.92, 20.7
2247,    792, 14.3,      953.18, 85.7,  3618.32, 20.3
2248,    836, 16.4,      986.54, 83.6,  3608.21, 18.8
2249,    779, 12.7,      956.21, 87.3,  3660.08, 20.5
2250,    908, 18.7,     1056.29, 81.3,  3551.49, 17.2
2251,   1041, 20.4,     1151.70, 79.6,  3190.64, 15.5
2252,    833, 16.1,      994.94, 83.9,  3622.68, 22.7
2253,    830, 16.0,     1001.24, 84.0,  3538.14, 23.9
2254,    866, 16.1,     1020.13, 83.9,  3483.93, 21.7
2255,    794, 13.2,      975.11, 86.8,  3501.74, 20.5
2256,    840, 17.1,      994.71, 82.9,  3604.02, 22.7
2257,    791, 14.5,      955.98, 85.5,  3567.89, 20.0
2258,    832, 16.9,      998.90, 83.1,  3483.86, 20.3
2259,    820, 15.0,      972.08, 85.0,  3473.72, 19.0
2260,    788, 13.3,      969.51, 86.7,  3621.07, 20.7
2261,    798, 14.8,      969.98, 85.2,  3575.87, 20.1
2262,   1092, 21.4,     1178.30, 78.6,  2925.24, 27.1
2263,    808, 16.1,      988.17, 83.9,  3574.10, 19.6
2264,    869, 15.1,     1020.60, 84.9,  3409.08, 22.2
2265,    789, 14.8,      975.81, 85.2,  3661.14, 20.0
2266,   1077, 22.2,     1173.63, 77.8,  3018.55, 13.7
2267,    836, 16.5,      987.01, 83.5,  3559.67, 18.5
2268,    805, 16.0,      975.58, 84.0,  3520.97, 23.7
2269,    793, 15.5,      959.48, 84.5,  3639.99, 19.5
2270,    829, 15.7,      972.78, 84.3,  3623.29, 21.6
2271,   1128, 21.8,     1209.09, 78.2,  2919.51, 26.6
2272,    900, 20.3,     1045.09, 79.7,  3370.21, 17.0
2273,    818, 14.8,      984.67, 85.2,  3606.16, 19.4
2274,    852, 17.7,     1003.34, 82.3,  3496.62, 19.1
2275,    761, 15.5,      956.91, 84.5,  3616.94, 19.4
2276,    897, 16.9,     1043.69, 83.1,  3421.76, 16.8
2277,    980, 20.2,     1106.68, 79.8,  3224.93, 15.7
2278,    849, 17.0,     1011.50, 83.0,  3471.94, 20.1
2279,    788, 15.2,      955.75, 84.8,  3684.90, 19.8
2280,    779, 15.5,      955.75, 84.5,  3622.97, 20.0
2281,    781, 13.3,      965.31, 86.7,  3680.57, 20.2
2282,    807, 15.0,      973.24, 85.0,  3513.25, 21.9
2283,   1117, 22.4,     1203.49, 77.6,  2903.64, 27.2
2284,    817, 15.9,      970.68, 84.1,  3553.29, 19.2
2285,    794, 15.0,      973.94, 85.0,  3666.88, 20.7
2286,    838, 15.5,      991.44, 84.5,  3646.79, 20.4
2287,    873, 17.0,     1024.33, 83.0,  3318.27, 19.7
2288,    796, 11.2,      969.05, 88.8,  3525.94, 22.5
2289,    800, 15.0,      950.85, 85.0,  3591.76, 19.5
2290,    885, 17.1,     1013.14, 82.9,  3467.59, 21.1
2291,    826, 16.8,      990.97, 83.2,  3602.34, 23.4
2292,    911, 17.7,     1047.89, 82.3,  3437.07, 17.5
2293,    900, 19.4,     1025.97, 80.6,  3558.45, 21.6
2294,    844, 14.0,     1000.30, 86.0,  3410.52, 19.7
2295,    797, 15.9,      973.94, 84.1,  3663.07, 23.0
2296,    807, 14.7,      976.28, 85.3,  3515.88, 19.2
2297,    915, 16.8,     1050.46, 83.2,  3275.65, 22.1
2298,    803, 17.1,      966.25, 82.9,  3670.10, 21.4
2299,    829, 14.5,      989.11, 85.5,  3654.88, 20.4
2300,    865, 15.6,     1025.03, 84.4,  3500.33, 17.9
2301,    808, 15.1,      983.51, 84.9,  3571.36, 19.8
2302,    799, 13.4,      964.85, 86.6,  3662.57, 22.4
2303,    995, 19.9,     1120.21, 80.1,  3167.73, 25.9
2304,    808, 14.9,      977.44, 85.1,  3523.01, 20.0
2305,    848, 15.3,      982.81, 84.7,  3623.06, 18.8
2306,    880, 17.3,     1008.24, 82.7,  3503.09, 18.0
2307,    824, 15.0,      976.51, 85.0,  3547.36, 20.3
2308,    816, 12.7,      981.64, 87.3,  3543.48, 19.2
2309,   1013, 19.9,     1111.35, 80.1,  3211.18, 24.1
2310,    793, 12.9,      968.11, 87.1,  3718.49, 21.2
2311,    769, 13.1,      952.95, 86.9,  3639.65, 20.8
2312,   1108, 22.2,     1192.76, 77.8,  2878.42, 26.4
2313,    821, 15.2,      982.34, 84.8,  3546.11, 20.5
2314,    789, 14.1,      967.88, 85.9,  3593.60, 19.8
2315,    830, 15.3,      972.78, 84.7,  3513.10, 20.7
2316,    887, 15.8,     1041.83, 84.2,  3427.94, 22.3
2317,   1048, 20.4,     1164.30, 79.6,  3153.28, 25.7
2318,    771, 12.6,      932.42, 87.4,  3570.26, 19.2
2319,    789, 16.1,      958.08, 83.9,  3614.53, 19.9
2320,    921, 18.6,     1051.39, 81.4,  3435.33, 21.6
2321,    778, 14.5,      956.68, 85.5,  3636.25, 19.9
2322,    819, 16.0,      982.58, 84.0,  3558.09, 19.8
2323,   1003, 20.5,     1110.41, 79.5,  3180.57, 23.4
2324,    883, 16.9,     1018.73, 83.1,  3528.72, 21.1
2325,    911, 18.9,     1035.76, 81.1,  3428.05, 22.1
2326,    848, 18.2,     1008.24, 81.8,  3405.69, 17.8
2327,    787, 16.1,      969.98, 83.9,  3684.25, 21.0
2328,    823, 14.0,      991.67, 86.0,  3557.82, 23.8
2329,    813, 17.3,      977.44, 82.7,  3607.49, 19.6
2330,   1120, 21.1,     1207.22, 78.9,  2933.48, 14.6
2331,    966, 22.0,     1058.86, 78.0,  3483.83, 19.6
2332,    818, 15.5,      982.34, 84.5,  3527.97, 19.3
2333,    832, 16.3,      996.11, 83.7,  3518.79, 19.5
2334,    790, 13.4,      960.65, 86.6,  3755.16, 21.5
2335,    807, 15.9,      976.98, 84.1,  3573.47, 21.7
2336,   1051, 22.4,     1138.17, 77.6,  3355.65, 15.1
2337,    841, 16.3,      996.34, 83.7,  3539.10, 21.4
2338,    804, 13.1,      972.08, 86.9,  3557.73, 21.4
2339,    947, 17.4,     1087.78, 82.6,  3250.35, 24.6
2340,    817, 17.5,      985.61, 82.5,  3586.33, 18.8
2341,   1079, 21.5,     1173.86, 78.5,  3011.88, 25.2
2342,    862, 16.9,      986.31, 83.1,  3546.27, 18.9
2343,    868, 17.2,     1001.00, 82.8,  3566.59, 19.6
2344,    770, 13.2,      952.72, 86.8,  3669.68, 20.5
2345,    860, 17.1,     1011.50, 82.9,  3499.71, 22.8
2346,    787, 13.3,      961.81, 86.7,  3528.49, 19.7
2347,    829, 15.7,      989.11, 84.3,  3453.83, 19.8
2348,    832, 14.8,      985.14, 85.2,  3512.62, 21.9
2349,    819, 14.0,      984.91, 86.0,  3538.38, 19.2
2350,    960, 18.5,     1095.25, 81.5,  3162.02, 24.6
2351,    891, 20.0,     1042.30, 80.0,  3426.59, 21.5
2352,    885, 16.2,     1036.46, 83.8,  3315.54, 23.6
2353,    813, 15.0,      976.98, 85.0,  3624.52, 19.4
2354,   1043, 20.1,     1157.07, 79.9,  2955.71, 26.4
2355,    960, 19.5,     1103.41, 80.5,  3309.89, 16.4
2356,    820, 15.7,      986.54, 84.3,  3539.37, 21.3
2357,    808, 16.0,      963.91, 84.0,  3565.62, 19.7
2358,    841, 14.6,      988.64, 85.4,  3552.30, 19.7
2359,    815, 14.0,      957.85, 86.0,  3641.01, 20.0
2360,    999, 20.1,     1114.85, 79.9,  3322.59, 15.5
2361,    824, 15.3,      979.31, 84.7,  3558.73, 21.6
2362,    852, 16.4,      994.47, 83.6,  3549.72, 19.0
2363,    833, 17.2,      979.78, 82.8,  3557.00, 19.3
2364,    857, 15.4,     1019.20, 84.6,  3432.41, 21.1
2365,    860, 17.7,     1016.40, 82.3,  3548.17, 19.7
2366,    825, 14.8,      963.45, 85.2,  3525.39, 20.7
2367,    781, 14.5,      951.32, 85.5,  3641.84, 19.8
2368,   1123, 22.0,     1207.69, 78.0,  2821.86, 26.2
2369,    770, 14.0,      933.12, 86.0,  3669.92, 20.3
2370,    754, 11.5,      942.92, 88.5,  3650.98, 21.4
2371,    830, 13.0,      975.34, 87.0,  3626.10, 21.0
2372,    814, 14.6,      974.41, 85.4,  3716.11, 19.9
2373,    833, 17.3,      977.91, 82.7,  3635.16, 19.4
2374,    874, 16.7,     1005.90, 83.3,  3527.97, 20.1
2375,    788, 13.5,      948.05, 86.5,  3548.30, 20.8
2376,   1105, 21.9,     1186.00, 78.1,  3042.38, 14.7
2377,    834, 14.9,      986.07, 85.1,  3639.47, 20.6
2378,    796, 14.6,      976.98, 85.4,  3614.42, 19.6
2379,    825, 15.5,      971.61, 84.5,  3573.04, 19.5
